Datetime,PJME_MW
2002-12-27 23:00:00,33742.0
2002-12-28 00:00:00,31348.0
2002-12-26 01:00:00,26705.0
2002-12-26 02:00:00,25977.0
2002-12-26 03:00:00,25555.0
2002-12-26 04:00:00,25589.0
2002-12-26 05:00:00,26047.0
2002-12-26 06:00:00,27500.0
2002-12-26 07:00:00,30046.0
2002-12-26 08:00:00,31748.0
2002-12-26 09:00:00,33008.0
2002-12-26 10:00:00,33790.0
2002-12-26 11:00:00,34223.0
2002-12-26 12:00:00,34325.0
2002-12-26 13:00:00,33997.0
2002-12-26 14:00:00,33594.0
2002-12-26 15:00:00,33114.0
2002-12-26 16:00:00,33098.0
2002-12-26 17:00:00,34612.0
2002-12-26 18:00:00,37956.0
2002-12-26 19:00:00,38118.0
2002-12-26 20:00:00,37594.0
2002-12-26 21:00:00,36711.0
2002-12-26 22:00:00,35383.0
2002-12-26 23:00:00,33296.0
2002-12-27 00:00:00,30494.0
2002-12-25 01:00:00,27669.0
2002-12-25 02:00:00,26162.0
2002-12-25 03:00:00,25483.0
2002-12-25 04:00:00,25045.0
2002-12-25 05:00:00,25030.0
2002-12-25 06:00:00,25572.0
2002-12-25 07:00:00,26307.0
2002-12-25 08:00:00,27516.0
2002-12-25 09:00:00,28965.0
2002-12-25 10:00:00,30487.0
2002-12-25 11:00:00,31537.0
2002-12-25 12:00:00,31871.0
2002-12-25 13:00:00,31652.0
2002-12-25 14:00:00,30963.0
2002-12-25 15:00:00,30393.0
2002-12-25 16:00:00,30230.0
2002-12-25 17:00:00,31038.0
2002-12-25 18:00:00,32721.0
2002-12-25 19:00:00,32828.0
2002-12-25 20:00:00,32670.0
2002-12-25 21:00:00,32526.0
2002-12-25 22:00:00,31932.0
2002-12-25 23:00:00,30698.0
2002-12-26 00:00:00,28570.0
2002-12-24 01:00:00,27213.0
2002-12-24 02:00:00,25643.0
2002-12-24 03:00:00,24907.0
2002-12-24 04:00:00,24721.0
2002-12-24 05:00:00,25144.0
2002-12-24 06:00:00,26588.0
2002-12-24 07:00:00,29005.0
2002-12-24 08:00:00,30902.0
2002-12-24 09:00:00,32159.0
2002-12-24 10:00:00,32972.0
2002-12-24 11:00:00,33144.0
2002-12-24 12:00:00,32808.0
2002-12-24 13:00:00,31940.0
2002-12-24 14:00:00,31439.0
2002-12-24 15:00:00,31198.0
2002-12-24 16:00:00,31334.0
2002-12-24 17:00:00,33070.0
2002-12-24 18:00:00,35286.0
2002-12-24 19:00:00,34519.0
2002-12-24 20:00:00,33392.0
2002-12-24 21:00:00,32702.0
2002-12-24 22:00:00,32098.0
2002-12-24 23:00:00,31120.0
2002-12-25 00:00:00,29518.0
2002-12-23 01:00:00,25460.0
2002-12-23 02:00:00,24363.0
2002-12-23 03:00:00,23985.0
2002-12-23 04:00:00,24040.0
2002-12-23 05:00:00,24610.0
2002-12-23 06:00:00,26468.0
2002-12-23 07:00:00,29544.0
2002-12-23 08:00:00,32165.0
2002-12-23 09:00:00,33353.0
2002-12-23 10:00:00,33700.0
2002-12-23 11:00:00,33610.0
2002-12-23 12:00:00,33144.0
2002-12-23 13:00:00,32450.0
2002-12-23 14:00:00,31950.0
2002-12-23 15:00:00,31362.0
2002-12-23 16:00:00,31159.0
2002-12-23 17:00:00,32391.0
2002-12-23 18:00:00,36035.0
2002-12-23 19:00:00,36649.0
2002-12-23 20:00:00,36254.0
2002-12-23 21:00:00,35645.0
2002-12-23 22:00:00,34458.0
2002-12-23 23:00:00,32442.0
2002-12-24 00:00:00,29838.0
2002-12-22 01:00:00,27142.0
2002-12-22 02:00:00,25696.0
2002-12-22 03:00:00,24907.0
2002-12-22 04:00:00,24520.0
2002-12-22 05:00:00,24458.0
2002-12-22 06:00:00,24883.0
2002-12-22 07:00:00,25909.0
2002-12-22 08:00:00,27021.0
2002-12-22 09:00:00,28439.0
2002-12-22 10:00:00,29397.0
2002-12-22 11:00:00,29332.0
2002-12-22 12:00:00,28845.0
2002-12-22 13:00:00,28314.0
2002-12-22 14:00:00,27904.0
2002-12-22 15:00:00,27812.0
2002-12-22 16:00:00,28081.0
2002-12-22 17:00:00,29920.0
2002-12-22 18:00:00,32845.0
2002-12-22 19:00:00,33169.0
2002-12-22 20:00:00,33037.0
2002-12-22 21:00:00,32690.0
2002-12-22 22:00:00,31745.0
2002-12-22 23:00:00,30014.0
2002-12-23 00:00:00,27632.0
2002-12-21 01:00:00,26969.0
2002-12-21 02:00:00,25752.0
2002-12-21 03:00:00,25183.0
2002-12-21 04:00:00,24949.0
2002-12-21 05:00:00,25100.0
2002-12-21 06:00:00,25844.0
2002-12-21 07:00:00,27304.0
2002-12-21 08:00:00,28764.0
2002-12-21 09:00:00,30317.0
2002-12-21 10:00:00,31370.0
2002-12-21 11:00:00,31822.0
2002-12-21 12:00:00,31374.0
2002-12-21 13:00:00,30798.0
2002-12-21 14:00:00,30224.0
2002-12-21 15:00:00,29639.0
2002-12-21 16:00:00,29439.0
2002-12-21 17:00:00,30696.0
2002-12-21 18:00:00,33928.0
2002-12-21 19:00:00,34353.0
2002-12-21 20:00:00,33991.0
2002-12-21 21:00:00,33534.0
2002-12-21 22:00:00,32674.0
2002-12-21 23:00:00,31341.0
2002-12-22 00:00:00,29214.0
2002-12-20 01:00:00,26437.0
2002-12-20 02:00:00,24978.0
2002-12-20 03:00:00,24353.0
2002-12-20 04:00:00,24029.0
2002-12-20 05:00:00,24363.0
2002-12-20 06:00:00,26233.0
2002-12-20 07:00:00,30013.0
2002-12-20 08:00:00,32947.0
2002-12-20 09:00:00,33302.0
2002-12-20 10:00:00,33448.0
2002-12-20 11:00:00,33687.0
2002-12-20 12:00:00,33464.0
2002-12-20 13:00:00,33006.0
2002-12-20 14:00:00,32549.0
2002-12-20 15:00:00,32071.0
2002-12-20 16:00:00,31958.0
2002-12-20 17:00:00,33097.0
2002-12-20 18:00:00,35953.0
2002-12-20 19:00:00,36073.0
2002-12-20 20:00:00,35443.0
2002-12-20 21:00:00,34710.0
2002-12-20 22:00:00,33555.0
2002-12-20 23:00:00,31806.0
2002-12-21 00:00:00,29369.0
2002-12-19 01:00:00,29752.0
2002-12-19 02:00:00,28489.0
2002-12-19 03:00:00,27886.0
2002-12-19 04:00:00,27712.0
2002-12-19 05:00:00,28217.0
2002-12-19 06:00:00,30233.0
2002-12-19 07:00:00,34349.0
2002-12-19 08:00:00,36558.0
2002-12-19 09:00:00,36367.0
2002-12-19 10:00:00,36089.0
2002-12-19 11:00:00,35857.0
2002-12-19 12:00:00,35423.0
